chipUid;catchName;catchId;captureDate;captureCATUTTC;captureAddressPostCode;captureAddressAdminUnitL1;captureAddressAdminUnitL2;captureAddressAdminUnitL3;captureAddressAdminUnitL4;captureAddressPostName;captureAddressThoroughfare;captureAddressLocatorDesignator;captureAddressLocatorBuilding;captureAddressDescription;captureLat;captureLon;animalSpecies;animalBreed;animalSex;animalColor;animalAge;animalFur;animalHeight;animalWeight;vaccinationsInfo;isSterilizationInfo;veterinary Name;veterinary Id;releasedDate;releaseCATUTTC;releasedAddressPostCode;releasedAddressAdminUnitL1;releasedAddressAdminUnitL2;releasedAddressAdminUnitL3;releasedAddressAdminUnitL4;releasedAddressPostName;releasedAddressThoroughfare;releasedAddressLocatorDesignator;releasedAddressLocatorBuilding;releasedAddressDescription;releasedLat;releasedLon
2426;"КП ""Полігон ТПВ""";3364590;05.06.2024;UA26040190000081578;76002;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Хриплинська;null;null;null;null;null;собака;null;2;руда з білим;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;13.06.2024;UA26040190000081578;76002;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Хриплинська;null;null;null;null;null
2428;"КП ""Полігон ТПВ""";3364590;07.06.2024;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул. Вовчинецька ;225г;null;null;null;null;собака;null;1;чорний з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;12.06.2024;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул. Вовчинецька ;225г;null;null;null;null
2430;"КП ""Полігон ТПВ""";3364590;12.06.2024;UA26040190000081578;77460;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Черніїв;дачі Діброва;null;null;null;null;null;собака;null;2;руда з білим;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;15.06.2024;UA26040190000081578;77460;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Черніїв;дачі Діброва;null;null;null;null;null
2431;"КП ""Полігон ТПВ""";3364590;11.06.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул.Страчених;null;null;null;null;null;собака;null;1;трьохколірний;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;15.06.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул.Страчених;null;null;null;null;null
2432;"КП ""Полігон ТПВ""";3364590;15.06.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;39;null;null;null;null;собака;null;2;руда з чорним;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;17.06.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;39;null;null;null;null
2433;"КП ""Полігон ТПВ""";3364590;13.06.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null;собака;null;2;біла;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;22.06.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null
2434;"КП ""Полігон ТПВ""";3364590;16.06.2024;UA26040190000081578;77400;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;м. Тисмениця;null;null;null;null;null;null;собака;null;2;руда з чорним;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;24.06.2024;UA26040190000081578;77400;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;м. Тисмениця;null;null;null;null;null;null
2435;"КП ""Полігон ТПВ""";3364590;09.06.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;військова частиина;null;null;null;null;null;собака;null;2;руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;19.06.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;військова частиина;null;null;null;null;null
2436;"КП ""Полігон ТПВ""";3364590;19.06.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Медична;null;null;null;null;null;собака;null;2;чорна з білим ;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;23.06.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Медична;null;null;null;null;null
2437;"КП ""Полігон ТПВ""";3364590;19.06.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Радча;null;null;null;null;null;null;собака;null;2;біла;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;23.06.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Радча;null;null;null;null;null;null
2439;"КП ""Полігон ТПВ""";3364590;22.06.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Довженка;null;null;null;null;null;собака;null;2;руда з чорним;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;24.06.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Довженка;null;null;null;null;null
2440;"КП ""Полігон ТПВ""";3364590;24.06.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null;собака;null;2;чепрана;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;01.07.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null
2441;"КП ""Полігон ТПВ""";3364590;24.06.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;01.07.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null
2442;"КП ""Полігон ТПВ""";3364590;27.06.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Коновальця;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;02.07.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Коновальця;null;null;null;null;null
2443;"КП ""Полігон ТПВ""";3364590;27.06.2024;UA26040190000081578;35646;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Підлужжя;дачі Нива;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.06.2024;UA26040190000081578;35646;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Підлужжя;дачі Нива;null;null;null;null;null
2444;"КП ""Полігон ТПВ""";3364590;27.06.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;null;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;01.07.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;null;null;null;null;null;null
2445;"КП ""Полігон ТПВ""";3364590;27.06.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;null;null;null;null;null;null;собака;null;2;світлоруда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;02.07.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;null;null;null;null;null;null
2446;"КП ""Полігон ТПВ""";3364590;02.07.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;null;null;null;null;null;собака;null;2;сіра;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.07.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;null;null;null;null;null
2448;"КП ""Полігон ТПВ""";3364590;02.07.2024;UA26040190000081578;76019;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null;собака;null;2;руда з білим;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.07.2024;UA26040190000081578;76019;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Галицька;null;null;null;null;null
2449;"КП ""Полігон ТПВ""";3364590;10.07.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;22.07.2024;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;null;null;null;null;null
2450;"КП ""Полігон ТПВ""";3364590;18.07.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null;собака;null;2;білоруда;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;22.07.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null
2451;"КП ""Полігон ТПВ""";3364590;17.07.2024;UA26040190000081578;76002;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Деповська;6а;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;25.07.2024;UA26040190000081578;76002;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Деповська;6а;null;null;null;null
2452;"КП ""Полігон ТПВ""";3364590;24.07.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Тролейбусна;24;null;null;null;null;собака;null;1;чорний з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;27.07.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Тролейбусна;24;null;null;null;null
2453;"КП ""Полігон ТПВ""";3364590;26.07.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;206;null;null;null;null;собака;null;2;сіра;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;30.07.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;206;null;null;null;null
2454;"КП ""Полігон ТПВ""";3364590;26.07.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;206;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;30.07.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;206;null;null;null;null
2455;"КП ""Полігон ТПВ""";3364590;29.07.2024;UA26040190000081578;77434;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Узин;null;null;null;null;null;null;собака;null;2;білоруда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;04.08.2024;UA26040190000081578;77434;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Узин;null;null;null;null;null;null
2456;"КП ""Полігон ТПВ""";3364590;02.08.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null;собака;null;2;сіра;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;08.08.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null
2457;"КП ""Полігон ТПВ""";3364590;01.08.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null;собака;null;2;руда;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;08.08.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null
2458;"КП ""Полігон ТПВ""";3364590;01.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null;собака;null;2;біла з коричневим;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null
2459;"КП ""Полігон ТПВ""";3364590;01.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null;собака;null;2;біла з чорним;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null
2460;"КП ""Полігон ТПВ""";3364590;02.08.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;null;null;null;null;null;null;собака;null;2;чорна;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.08.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;null;null;null;null;null;null
2461;"КП ""Полігон ТПВ""";3364590;07.08.2024;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Микитинці;вул. Тисминецька;null;null;null;null;null;собака;null;2;біла;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;15.08.2024;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Микитинці;вул. Тисминецька;null;null;null;null;null
2462;"КП ""Полігон ТПВ""";3364590;07.08.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;ул. Коновальця;264б;null;null;null;null;собака;null;2;чорна;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;11.08.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;ул. Коновальця;264б;null;null;null;null
2463;"КП ""Полігон ТПВ""";3364590;08.08.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;Калужське шосе;32а;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;Калужське шосе;32а;null;null;null;null
2464;"КП ""Полігон ТПВ""";3364590;10.08.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;20б;null;null;null;null;собака;null;2;біла;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;20б;null;null;null;null
2465;"КП ""Полігон ТПВ""";3364590;10.08.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;20б;null;null;null;null;собака;null;2;чорна;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;вул.Тисминецька;20б;null;null;null;null
2466;"КП ""Полігон ТПВ""";3364590;12.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null;собака;null;2;біла з чорним;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null
2467;"КП ""Полігон ТПВ""";3364590;12.08.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null;собака;null;2;руда;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;null;null;null;null;null
2468;"КП ""Полігон ТПВ""";3364590;15.08.2024;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Микитинці;вул.Тисминецька;1;null;null;null;null;собака;null;2;біла з чорним;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Микитинці;вул.Тисминецька;1;null;null;null;null
4669;"КП ""Полігон ТПВ""";3364590;15.08.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Коновальця;коледж торгівлі;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Коновальця;коледж торгівлі;null;null;null;null
2470;"КП ""Полігон ТПВ""";3364590;20.08.2024;UA26040190000081578;78432;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;магазин Барбарис;null;null;null;null;собака;null;2;руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;78432;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;магазин Барбарис;null;null;null;null
2471;"КП ""Полігон ТПВ""";3364590;13.08.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null;собака;null;2;чепрана;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Б. Хмельницького;null;null;null;null;null
2472;"КП ""Полігон ТПВ""";3364590;23.08.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null;собака;null;2;руда;6-8 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null
2473;"КП ""Полігон ТПВ""";3364590;23.08.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Юності;АЗС;null;null;null;null;собака;null;2;чепрана;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Юності;АЗС;null;null;null;null
2477;"КП ""Полігон ТПВ""";3364590;20.08.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Горбачевськог;50;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;11.09.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;;null;null;null;null
2479;"КП ""Полігон ТПВ""";3364590;04.09.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null;собака;null;2;чепрана;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.09.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null
2481;"КП ""Полігон ТПВ""";3364590;09.09.2024;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76493;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Крихівці;null;null;null;null;null;null
2482;"КП ""Полігон ТПВ""";3364590;11.09.2024;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Опришівці;вул. Затишна;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;17.09.2024;UA26040190000081578;77451;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Підлісся;вул.Польова;null;null;null;null;null
2483;"КП ""Полігон ТПВ""";3364590;12.09.2024;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Івана Павла II;null;null;null;null;null;собака;null;2;сіра;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76009;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Івана Павла II;null;null;null;null;null
2485;"КП ""Полігон ТПВ""";3364590;18.09.2024;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;null;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;null;null;null;null;null;null
2487;"КП ""Полігон ТПВ""";3364590;23.09.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;вул.Гайдея;null;null;null;null;null
2490;"КП ""Полігон ТПВ""";3364590;01.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;2;біла;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;09.10.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2491;"КП ""Полігон ТПВ""";3364590;02.10.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;null;null;null;null;null;null;собака;null;2;руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;08.10.2024;UA26040190000081578;77441;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Підпечари;null;null;null;null;null;null
2493;"КП ""Полігон ТПВ""";3364590;02.10.2024;UA26040190000081578;77470;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Марківці;null;null;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.10.2024;UA26040190000081578;77470;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Марківці;null;null;null;null;null;null
2494;"КП ""Полігон ТПВ""";3364590;03.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;1;чорний з підпалом;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;14.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null
2495;"КП ""Полігон ТПВ""";3364590;03.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;2;біла;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;09.10.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2496;"КП ""Полігон ТПВ""";3364590;07.10.2024;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;дачі;null;null;null;null;null;собака;null;2;чорна;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;11.10.2024;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;дачі;null;null;null;null;null
2497;"КП ""Полігон ТПВ""";3364590;07.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;1;чорнобілий;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;09.10.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2533;"КП ""Полігон ТПВ""";3364590;12.10.2024;UA26040190000081578;78410;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;null;null;null;null;null;null;собака;null;2;біло-чорна;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;null;78410;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;с.Тисменичани;null;null;null;null;null;null
2500;"КП ""Полігон ТПВ""";3364590;22.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;ПрАТ Івано-Франківськцемент;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;ПрАТ Івано-Франківськцемент;null;null;null;null;null
